Article Content,Category
"However, in February 2016, JLR joined a $7.9M UK program to further autonomous driving R&D, aiming to gather data on driving habits and test vehicle communications technology. In July 2016, JLR formalized plans to deploy a fleet of at least 100 research vehicles over the next 4 years to test self-driving and connected car technology on roadways in Britain. The company has yet to provide an update on whether it achieved this goal.",Companies Working on Autonomous Cars
"Jaguar is also working on some technological innovations related to autonomous vehicles, including a system that projects a series of bars onto the road to notify nearby vehicles and pedestrians if the AV is turning, stopping, or starting. It’s one solution to a problem that has continued to perplex autonomous automakers: how to enable AVs to signal their movements to their surroundings. However, its usefulness may be limited in bright light or inclement weather.",Companies Working on Autonomous Cars
"The company has also developed software that reduces the severity of motion sickness in driverless cars. By optimizing braking, acceleration, and lane positioning, the system makes the ride more enjoyable. The software update, released in August 2020, will further refine the self-driving technology used by Jaguar and Land Rover models.",Companies Working on Autonomous Cars
"Read more: Engadget, TechCrunch, AutoNews",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"The Canada-based auto supplier giant has long been the subject of self-driving interest as the world’s largest automotive contract manufacturer. The company was dubbed the “Foxconn of cars” in an autonomous world, manufacturing vehicles designed by tech companies like Apple and Waymo.",Companies Working on Autonomous Cars
"However, Magna made a U-turn on fully autonomous tech in January 2020, when it scrapped its 2-year partnership with Lyft to develop self-driving technology. The Canadian company said that it would focus instead on developing assisted-driving technology, or the Level 1-3 market, where it sees more growth opportunity until 2025.",Companies Working on Autonomous Cars
"Magna and Lyft, in which the former has invested $200M, will continue to work together on other software and hardware related to self-driving tech.",Companies Working on Autonomous Cars
"In January 2019, Magna announced that it would team up with Waymo to build a factory to manufacture self-driving cars in southeast Michigan. The facility, up and running since summer 2019, is producing autonomous versions of the Chrysler Pacifica Hybrid minivan and Jaguar’s I-PACE electric SUV — all capable of Level 4 autonomous driving — with a production rate of several thousand vehicles per year. Most of these vehicles will be used by Waymo’s autonomous robotaxi fleet launched in Phoenix.",Companies Working on Autonomous Cars
"The company is already supplying legacy automakers with capabilities for advanced-driver assistance systems (ADAS). In 2016, Magna partnered with solid-state lidar company Innoviz to round out the sensor package for its self-driving system. The supplier has also tapped iPod visionary and Nest co-founder Tony Fadell for its tech advisory committee.",Companies Working on Autonomous Cars
"Read more: Clean Technica, Bloomberg",Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"Mando Corporation, a major car parts supplier, successfully tested Level 4 autonomous tech in February 2019 with a vehicle called Hockey. The car navigated 2.7 km (1.67 miles) of public roads in the city of Pangyo, moving at a speed of 40 km/h (24 mph). Mando plans to commercialize this technology by 2021.",Companies Working on Autonomous Cars
"The South Korea-based company also produces fixed and rotating lidar systems, radar, and camera modules. The radar modules are used by Mobileye, an Israel-based provider of collision prevention solutions for self-driving cars.",Companies Working on Autonomous Cars
"Mando is especially well-known for its safety solutions that can be integrated into autonomous vehicles. For example, the company built a radar that tracks the driver’s heart rate, as well as a system that prevents parents from leaving their children inside the vehicle. And in October 2019, Mando unveiled several advanced braking, steering, and suspension systems.",Companies Working on Autonomous Cars
